site_id,region,CELL_ID,cell_type
2606,Upper East Region,340-26062,2.00
2606,Upper East Region,340-26063,2.00
2606,Upper East Region,340-26064,2.00
2606,Upper East Region,340-26065,2.00
2606,Upper East Region,340-26066,2.00
2607,Upper East Region,340-26071,2.00
2607,Upper East Region,340-26072,2.00
2607,Upper East Region,340-26073,2.00
2607,Upper East Region,340-26074,2.00
2607,Upper East Region,340-26075,2.00
2607,Upper East Region,340-26076,2.00
2608,Upper East Region,340-26081,2.00
2608,Upper East Region,340-26082,2.00
2608,Upper East Region,340-26083,2.00
2608,Upper East Region,340-26084,2.00
2608,Upper East Region,340-26085,2.00
2608,Upper East Region,340-26086,2.00
2925,Upper East Region,340-29251,2.00
2925,Upper East Region,340-29252,2.00
2925,Upper East Region,340-29253,2.00
2952,Upper East Region,340-29521,2.00
2952,Upper East Region,340-29522,2.00
2952,Upper East Region,340-29523,2.00
2952,Upper East Region,340-29524,2.00
2952,Upper East Region,340-29525,2.00
2952,Upper East Region,340-29526,2.00
2956,Upper East Region,340-29561,2.00
2956,Upper East Region,340-29562,2.00
2956,Upper East Region,340-29563,2.00
2956,Upper East Region,340-29564,2.00
2956,Upper East Region,340-29565,2.00
2956,Upper East Region,340-29566,2.00
2957,Upper East Region,340-29571,2.00
2957,Upper East Region,340-29572,2.00
2957,Upper East Region,340-29573,2.00
2958,Upper East Region,340-29581,2.00
2958,Upper East Region,340-29582,2.00
2958,Upper East Region,340-29583,2.00
3649,Upper East Region,340-36491,2.00
3649,Upper East Region,340-36492,2.00
3649,Upper East Region,340-36493,2.00
3649,Upper East Region,340-36494,2.00
3649,Upper East Region,340-36495,2.00
3649,Upper East Region,340-36496,2.00
3650,Upper East Region,340-36501,2.00
3650,Upper East Region,340-36502,2.00
3650,Upper East Region,340-36503,2.00
3650,Upper East Region,340-36504,2.00
3650,Upper East Region,340-36505,2.00
3650,Upper East Region,340-36506,2.00
3651,Upper East Region,340-36511,2.00
3651,Upper East Region,340-36512,2.00
3651,Upper East Region,340-36513,2.00
3651,Upper East Region,340-36514,2.00
3651,Upper East Region,340-36515,2.00
3651,Upper East Region,340-36516,2.00
3652,Upper East Region,340-36521,2.00
3652,Upper East Region,340-36522,2.00
3652,Upper East Region,340-36523,2.00
3652,Upper East Region,340-36524,2.00
3652,Upper East Region,340-36525,2.00
3652,Upper East Region,340-36526,2.00
3653,Upper East Region,340-36531,2.00
3653,Upper East Region,340-36532,2.00
3653,Upper East Region,340-36533,2.00
3658,Northern Region,340-36581,2.00
3658,Northern Region,340-36582,2.00
3658,Northern Region,340-36583,2.00
4615,Upper East Region,340-46151,2.00
4615,Upper East Region,340-46152,2.00
4615,Upper East Region,340-46153,2.00
4634,Upper East Region,340-46341,2.00
4634,Upper East Region,340-46342,2.00
4634,Upper East Region,340-46343,2.00
4634,Upper East Region,340-46344,2.00
4634,Upper East Region,340-46345,2.00
4634,Upper East Region,340-46346,2.00
4651,Upper East Region,340-46511,2.00
4651,Upper East Region,340-46512,2.00
4651,Upper East Region,340-46513,2.00
4651,Upper East Region,340-46514,2.00
4651,Upper East Region,340-46515,2.00
4651,Upper East Region,340-46516,2.00
5603,Northern Region,340-56031,2.00
609,Northern Region,340-6091,2.00
609,Northern Region,340-6092,2.00
609,Northern Region,340-6093,2.00
609,Northern Region,340-6094,2.00
609,Northern Region,340-6095,2.00
609,Northern Region,340-6096,2.00
620,Northern Region,340-6201,2.00
620,Northern Region,340-6202,2.00
620,Northern Region,340-6203,2.00
620,Northern Region,340-6204,2.00
620,Northern Region,340-6205,2.00
620,Northern Region,340-6206,2.00
621,Northern Region,340-6211,2.00
621,Northern Region,340-6212,2.00
621,Northern Region,340-6213,2.00
637,Northern Region,340-6371,2.00
637,Northern Region,340-6372,2.00
637,Northern Region,340-6373,2.00
637,Northern Region,340-6374,2.00
637,Northern Region,340-6375,2.00
637,Northern Region,340-6376,2.00
698,Upper East Region,340-6981,2.00
698,Upper East Region,340-6982,2.00
698,Upper East Region,340-6983,2.00
698,Upper East Region,340-6984,2.00
698,Upper East Region,340-6985,2.00
698,Upper East Region,340-6986,2.00
717,Upper East Region,340-7171,2.00
717,Upper East Region,340-7172,2.00
717,Upper East Region,340-7173,2.00
717,Upper East Region,340-7174,2.00
717,Upper East Region,340-7175,2.00
717,Upper East Region,340-7176,2.00
718,Upper East Region,340-7181,2.00
718,Upper East Region,340-7182,2.00
718,Upper East Region,340-7183,2.00
718,Upper East Region,340-7184,2.00
718,Upper East Region,340-7185,2.00
718,Upper East Region,340-7186,2.00
1613,Upper East Region,341-16131,2.00
1613,Upper East Region,341-16132,2.00
1613,Upper East Region,341-16133,2.00
1613,Upper East Region,341-16134,2.00
1613,Upper East Region,341-16135,2.00
1613,Upper East Region,341-16136,2.00
1614,Upper East Region,341-16141,2.00
1614,Upper East Region,341-16142,2.00
1614,Upper East Region,341-16143,2.00
1614,Upper East Region,341-16144,2.00
1614,Upper East Region,341-16145,2.00
1614,Upper East Region,341-16146,2.00
1617,Upper East Region,341-16171,2.00
1617,Upper East Region,341-16172,2.00
1617,Upper East Region,341-16173,2.00
1620,Upper West Region,341-16201,2.00
1620,Upper West Region,341-16202,2.00
1620,Upper West Region,341-16203,2.00
1621,Upper East Region,341-16211,2.00
1621,Upper East Region,341-16212,2.00
1621,Upper East Region,341-16213,2.00
1668,Upper West Region,341-16681,2.00
1668,Upper West Region,341-16682,2.00
1668,Upper West Region,341-16683,2.00
1669,Upper West Region,341-16691,2.00
1669,Upper West Region,341-16692,2.00
1669,Upper West Region,341-16693,2.00
1671,Upper West Region,341-16711,2.00
1671,Upper West Region,341-16712,2.00
1671,Upper West Region,341-16713,2.00
1671,Upper West Region,341-16714,2.00
1671,Upper West Region,341-16715,2.00
2609,Upper East Region,341-26091,2.00
2609,Upper East Region,341-26092,2.00
2609,Upper East Region,341-26093,2.00
2609,Upper East Region,341-26094,2.00
2609,Upper East Region,341-26095,2.00
2609,Upper East Region,341-26096,2.00
2612,Upper East Region,341-26121,2.00
2612,Upper East Region,341-26122,2.00
2612,Upper East Region,341-26123,2.00
2612,Upper East Region,341-26124,2.00
2612,Upper East Region,341-26125,2.00
2612,Upper East Region,341-26126,2.00
2632,Northern Region,341-26321,2.00
2632,Northern Region,341-26322,2.00
2632,Northern Region,341-26323,2.00
2638,Upper West Region,341-26381,2.00
2638,Upper West Region,341-26382,2.00
2638,Upper West Region,341-26383,2.00
2638,Upper West Region,341-26384,2.00
2638,Upper West Region,341-26385,2.00
2638,Upper West Region,341-26386,2.00
2640,Upper West Region,341-26401,2.00
2640,Upper West Region,341-26402,2.00
2640,Upper West Region,341-26403,2.00
2923,Upper East Region,341-29231,2.00
2923,Upper East Region,341-29232,2.00
2923,Upper East Region,341-29233,2.00
2923,Upper East Region,341-29234,2.00
2923,Upper East Region,341-29235,2.00
2923,Upper East Region,341-29236,2.00
2926,Upper East Region,341-29261,2.00
2926,Upper East Region,341-29262,2.00
2926,Upper East Region,341-29263,2.00
2927,Upper East Region,341-29271,2.00
2927,Upper East Region,341-29272,2.00
2927,Upper East Region,341-29273,2.00
2953,Upper East Region,341-29531,2.00
2953,Upper East Region,341-29532,2.00
2953,Upper East Region,341-29533,2.00
2953,Upper East Region,341-29534,2.00
2953,Upper East Region,341-29535,2.00
2953,Upper East Region,341-29536,2.00
2962,Upper West Region,341-29621,2.00
2962,Upper West Region,341-29622,2.00
2962,Upper West Region,341-29623,2.00
2963,Upper West Region,341-29631,2.00
2963,Upper West Region,341-29632,2.00
2963,Upper West Region,341-29633,2.00
2971,Upper West Region,341-29711,2.00
2971,Upper West Region,341-29712,2.00
2971,Upper West Region,341-29713,2.00
2973,Upper West Region,341-29731,2.00
2973,Upper West Region,341-29732,2.00
2973,Upper West Region,341-29733,2.00
2974,Upper West Region,341-29741,2.00
2974,Upper West Region,341-29742,2.00
2974,Upper West Region,341-29743,2.00
3654,Upper East Region,341-36541,2.00
3654,Upper East Region,341-36542,2.00
3654,Upper East Region,341-36543,2.00
3655,Upper East Region,341-36551,2.00
3655,Upper East Region,341-36552,2.00
3655,Upper East Region,341-36553,2.00
3698,Upper West Region,341-36981,2.00
3698,Upper West Region,341-36982,2.00
3698,Upper West Region,341-36983,2.00
3790,Upper West Region,341-37901,2.00
3790,Upper West Region,341-37902,2.00
3790,Upper West Region,341-37903,2.00
3790,Upper West Region,341-37904,2.00
3790,Upper West Region,341-37905,2.00
3968,Upper East Region,341-39681,2.00
3968,Upper East Region,341-39682,2.00
3968,Upper East Region,341-39683,2.00
3972,Upper East Region,341-39721,2.00
3972,Upper East Region,341-39722,2.00
3972,Upper East Region,341-39723,2.00
3994,Upper East Region,341-39941,2.00
3994,Upper East Region,341-39942,2.00
3994,Upper East Region,341-39943,2.00
3994,Upper East Region,341-39944,2.00
3994,Upper East Region,341-39945,2.00
3994,Upper East Region,341-39946,2.00
4600,Northern Region,341-46001,2.00
4600,Northern Region,341-46002,2.00
4600,Northern Region,341-46003,2.00
4602,Northern Region,341-46021,2.00
4602,Northern Region,341-46022,2.00
4602,Northern Region,341-46023,2.00
4618,Upper East Region,341-46181,2.00
4618,Upper East Region,341-46182,2.00
4618,Upper East Region,341-46183,2.00
4925,Upper East Region,341-49251,2.00
4925,Upper East Region,341-49252,2.00
4925,Upper East Region,341-49253,2.00
629,Upper East Region,341-6291,2.00
629,Upper East Region,341-6292,2.00
629,Upper East Region,341-6293,2.00
629,Upper East Region,341-6294,2.00
629,Upper East Region,341-6295,2.00
629,Upper East Region,341-6296,2.00
659,Upper East Region,341-6591,2.00
659,Upper East Region,341-6592,2.00
659,Upper East Region,341-6593,2.00
715,Upper East Region,341-7151,2.00
715,Upper East Region,341-7152,2.00
715,Upper East Region,341-7153,2.00
715,Upper East Region,341-7154,2.00
715,Upper East Region,341-7155,2.00
715,Upper East Region,341-7156,2.00
719,Upper East Region,341-7191,2.00
719,Upper East Region,341-7192,2.00
719,Upper East Region,341-7193,2.00
719,Upper East Region,341-7194,2.00
719,Upper East Region,341-7195,2.00
719,Upper East Region,341-7196,2.00
731,Upper West Region,341-7311,2.00
731,Upper West Region,341-7312,2.00
731,Upper West Region,341-7313,2.00
1602,Upper West Region,342-16021,2.00
1602,Upper West Region,342-16022,2.00
1602,Upper West Region,342-16023,2.00
1657,Upper West Region,342-16571,2.00
1657,Upper West Region,342-16572,2.00
1657,Upper West Region,342-16573,2.00
1657,Upper West Region,342-16574,2.00
1657,Upper West Region,342-16575,2.00
1657,Upper West Region,342-16576,2.00
1658,Upper West Region,342-16581,2.00
1658,Upper West Region,342-16582,2.00
1658,Upper West Region,342-16584,2.00
1658,Upper West Region,342-16585,2.00
1660,Upper West Region,342-16601,2.00
1660,Upper West Region,342-16602,2.00
1660,Upper West Region,342-16603,2.00
1661,Upper West Region,342-16611,2.00
1661,Upper West Region,342-16612,2.00
1661,Upper West Region,342-16613,2.00
1662,Upper West Region,342-16621,2.00
1662,Upper West Region,342-16622,2.00
1662,Upper West Region,342-16623,2.00
1663,Upper West Region,342-16631,2.00
1663,Upper West Region,342-16632,2.00
1663,Upper West Region,342-16633,2.00
1664,Upper West Region,342-16641,2.00
1664,Upper West Region,342-16642,2.00
1664,Upper West Region,342-16643,2.00
1665,Upper West Region,342-16651,2.00
1665,Upper West Region,342-16652,2.00
1665,Upper West Region,342-16653,2.00
1666,Upper West Region,342-16661,2.00
1666,Upper West Region,342-16662,2.00
1666,Upper West Region,342-16663,2.00
1667,Upper West Region,342-16671,2.00
1667,Upper West Region,342-16672,2.00
1667,Upper West Region,342-16673,2.00
1670,Upper West Region,342-16701,2.00
1670,Upper West Region,342-16702,2.00
1670,Upper West Region,342-16703,2.00
1670,Upper West Region,342-16704,2.00
1670,Upper West Region,342-16705,2.00
1670,Upper West Region,342-16706,2.00
2613,Upper West Region,342-26131,2.00
2613,Upper West Region,342-26132,2.00
2613,Upper West Region,342-26133,2.00
2613,Upper West Region,342-26134,2.00
2613,Upper West Region,342-26135,2.00
2613,Upper West Region,342-26136,2.00
2614,Upper West Region,342-26141,2.00
2614,Upper West Region,342-26142,2.00
2614,Upper West Region,342-26143,2.00
2614,Upper West Region,342-26144,2.00
2614,Upper West Region,342-26145,2.00
2614,Upper West Region,342-26146,2.00
2615,Upper West Region,342-26151,2.00
2615,Upper West Region,342-26152,2.00
2615,Upper West Region,342-26153,2.00
2639,Upper West Region,342-26391,2.00
2639,Upper West Region,342-26392,2.00
2639,Upper West Region,342-26393,2.00
2900,Upper West Region,342-29001,2.00
2900,Upper West Region,342-29002,2.00
2900,Upper West Region,342-29003,2.00
2900,Upper West Region,342-29006,2.00
2961,Upper West Region,342-29611,2.00
2961,Upper West Region,342-29612,2.00
2961,Upper West Region,342-29613,2.00
2965,Upper West Region,342-29651,2.00
2965,Upper West Region,342-29652,2.00
2965,Upper West Region,342-29653,2.00
2966,Upper West Region,342-29661,2.00
2966,Upper West Region,342-29662,2.00
2966,Upper West Region,342-29663,2.00
2967,Upper West Region,342-29671,2.00
2967,Upper West Region,342-29672,2.00
2967,Upper West Region,342-29673,2.00
2968,Upper West Region,342-29681,2.00
2968,Upper West Region,342-29682,2.00
2968,Upper West Region,342-29683,2.00
2968,Upper West Region,342-29684,2.00
2968,Upper West Region,342-29685,2.00
2968,Upper West Region,342-29686,2.00
2969,Upper West Region,342-29691,2.00
2969,Upper West Region,342-29692,2.00
2969,Upper West Region,342-29693,2.00
2970,Upper West Region,342-29701,2.00
2970,Upper West Region,342-29702,2.00
2970,Upper West Region,342-29703,2.00
2970,Upper West Region,342-29704,2.00
2970,Upper West Region,342-29705,2.00
2970,Upper West Region,342-29706,2.00
2972,Upper West Region,342-29721,2.00
2972,Upper West Region,342-29722,2.00
2972,Upper West Region,342-29723,2.00
3614,Upper West Region,342-36141,2.00
3614,Upper West Region,342-36142,2.00
3614,Upper West Region,342-36143,2.00
3614,Upper West Region,342-36144,2.00
3614,Upper West Region,342-36145,2.00
3614,Upper West Region,342-36146,2.00
3615,Upper West Region,342-36151,2.00
3615,Upper West Region,342-36152,2.00
3615,Upper West Region,342-36153,2.00
3647,Upper West Region,342-36471,2.00
3647,Upper West Region,342-36472,2.00
3647,Upper West Region,342-36473,2.00
3648,Upper West Region,342-36481,2.00
3648,Upper West Region,342-36482,2.00
3648,Upper West Region,342-36483,2.00
3648,Upper West Region,342-36484,2.00
3648,Upper West Region,342-36485,2.00
3648,Upper West Region,342-36486,2.00
3660,Northern Region,342-36601,2.00
3660,Northern Region,342-36602,2.00
3660,Northern Region,342-36603,2.00
3976,Upper West Region,342-39761,2.00
3976,Upper West Region,342-39762,2.00
3976,Upper West Region,342-39763,2.00
3977,Upper West Region,342-39771,2.00
3977,Upper West Region,342-39772,2.00
3977,Upper West Region,342-39773,2.00
3977,Upper West Region,342-39774,2.00
3977,Upper West Region,342-39775,2.00
3977,Upper West Region,342-39776,2.00
4628,Upper West Region,342-46281,2.00
4628,Upper West Region,342-46282,2.00
4628,Upper West Region,342-46283,2.00
4640,Upper West Region,342-46401,2.00
4640,Upper West Region,342-46402,2.00
4640,Upper West Region,342-46403,2.00
695,Upper West Region,342-6951,2.00
695,Upper West Region,342-6952,2.00
695,Upper West Region,342-6953,2.00
696,Upper West Region,342-6961,2.00
696,Upper West Region,342-6962,2.00
696,Upper West Region,342-6963,2.00
696,Upper West Region,342-6964,2.00
696,Upper West Region,342-6965,2.00
696,Upper West Region,342-6966,2.00
697,Upper West Region,342-6971,2.00
697,Upper West Region,342-6972,2.00
697,Upper West Region,342-6973,2.00
730,Upper West Region,342-7301,2.00
730,Upper West Region,342-7302,2.00
730,Upper West Region,342-7303,2.00
730,Upper West Region,342-7304,2.00
730,Upper West Region,342-7305,2.00
730,Upper West Region,342-7306,2.00
328,Ashanti Region,356-3287,3.00
328,Ashanti Region,356-3288,3.00
328,Ashanti Region,356-3289,3.00
1616,Northern Region,36-16161,2.00
1616,Northern Region,36-16162,2.00
1616,Northern Region,36-16163,2.00
1626,Northern Region,36-16261,2.00
1626,Northern Region,36-16262,2.00
1626,Northern Region,36-16263,2.00
1626,Northern Region,36-16264,2.00
1626,Northern Region,36-16265,2.00
1626,Northern Region,36-16266,2.00
1635,Northern Region,36-16351,2.00
1635,Northern Region,36-16352,2.00
1635,Northern Region,36-16353,2.00
1635,Northern Region,36-16354,2.00
1635,Northern Region,36-16355,2.00
1635,Northern Region,36-16356,2.00
1638,Northern Region,36-16381,2.00
1638,Northern Region,36-16382,2.00
1638,Northern Region,36-16383,2.00
1639,Northern Region,36-16391,2.00
1639,Northern Region,36-16392,2.00
1639,Northern Region,36-16393,2.00
1640,Northern Region,36-16401,2.00
1640,Northern Region,36-16402,2.00
1640,Northern Region,36-16403,2.00
1641,Northern Region,36-16411,2.00
1641,Northern Region,36-16412,2.00
1641,Northern Region,36-16413,2.00
1646,Northern Region,36-16461,2.00
1646,Northern Region,36-16462,2.00
1646,Northern Region,36-16463,2.00
1646,Northern Region,36-16464,2.00
1646,Northern Region,36-16465,2.00
1646,Northern Region,36-16466,2.00
1647,Northern Region,36-16471,2.00
1647,Northern Region,36-16472,2.00
1647,Northern Region,36-16473,2.00
1647,Northern Region,36-16474,2.00
1647,Northern Region,36-16475,2.00
1647,Northern Region,36-16476,2.00
1648,Northern Region,36-16481,2.00
1648,Northern Region,36-16482,2.00
1648,Northern Region,36-16483,2.00
NULL,Northern Region,36-16485,2.00
NULL,Northern Region,36-16486,2.00
1649,Northern Region,36-16491,2.00
1649,Northern Region,36-16492,2.00
1649,Northern Region,36-16493,2.00
1652,Northern Region,36-16521,2.00
1652,Northern Region,36-16522,2.00
1652,Northern Region,36-16523,2.00
1683,Northern Region,36-16831,2.00
1683,Northern Region,36-16832,2.00
1683,Northern Region,36-16833,2.00
1987,Northern Region,36-19871,2.00
1987,Northern Region,36-19872,2.00
1987,Northern Region,36-19873,2.00
1987,Northern Region,36-19874,2.00
1987,Northern Region,36-19875,2.00
1987,Northern Region,36-19876,2.00
1996,Northern Region,36-19961,2.00
1996,Northern Region,36-19962,2.00
1996,Northern Region,36-19963,2.00
2604,Northern Region,36-26041,2.00
2604,Northern Region,36-26042,2.00
2604,Northern Region,36-26043,2.00
2604,Northern Region,36-26044,2.00
2604,Northern Region,36-26045,2.00
2604,Northern Region,36-26046,2.00
2699,Northern Region,36-26991,2.00
2699,Northern Region,36-26992,2.00
2699,Northern Region,36-26993,2.00
2930,Northern Region,36-29301,2.00
2930,Northern Region,36-29302,2.00
2930,Northern Region,36-29303,2.00
2930,Northern Region,36-29304,2.00
2930,Northern Region,36-29305,2.00
2930,Northern Region,36-29306,2.00
2934,Northern Region,36-29341,2.00
2934,Northern Region,36-29342,2.00
2934,Northern Region,36-29343,2.00
2939,Northern Region,36-29391,2.00
2939,Northern Region,36-29392,2.00
2939,Northern Region,36-29393,2.00
2943,Northern Region,36-29431,2.00
2943,Northern Region,36-29432,2.00
2943,Northern Region,36-29433,2.00
2944,Northern Region,36-29441,2.00
2944,Northern Region,36-29442,2.00
2944,Northern Region,36-29443,2.00
2944,Northern Region,36-29444,2.00
2944,Northern Region,36-29445,2.00
2944,Northern Region,36-29446,2.00
2950,Northern Region,36-29501,2.00
2950,Northern Region,36-29502,2.00
2950,Northern Region,36-29503,2.00
2960,Northern Region,36-29601,2.00
2960,Northern Region,36-29602,2.00
2960,Northern Region,36-29603,2.00
3674,Northern Region,36-36741,2.00
3674,Northern Region,36-36742,2.00
3674,Northern Region,36-36743,2.00
3928,Northern Region,36-39281,2.00
3928,Northern Region,36-39282,2.00
3928,Northern Region,36-39283,2.00
3973,Northern Region,36-39731,2.00
3973,Northern Region,36-39732,2.00
3973,Northern Region,36-39733,2.00
3973,Northern Region,36-39734,2.00
3973,Northern Region,36-39735,2.00
3973,Northern Region,36-39736,2.00
4604,Northern Region,36-46041,2.00
4604,Northern Region,36-46042,2.00
4604,Northern Region,36-46043,2.00
4652,Northern Region,36-46521,2.00
4652,Northern Region,36-46522,2.00
4652,Northern Region,36-46523,2.00
607,Northern Region,36-6071,2.00
607,Northern Region,36-6072,2.00
607,Northern Region,36-6073,2.00
607,Northern Region,36-6074,2.00
607,Northern Region,36-6075,2.00
607,Northern Region,36-6076,2.00
618,Northern Region,36-6181,2.00
618,Northern Region,36-6182,2.00
618,Northern Region,36-6183,2.00
618,Northern Region,36-6184,2.00
618,Northern Region,36-6185,2.00
618,Northern Region,36-6186,2.00
669,Northern Region,36-6691,2.00
669,Northern Region,36-6692,2.00
669,Northern Region,36-6693,2.00
671,Northern Region,36-6711,2.00
671,Northern Region,36-6712,2.00
671,Northern Region,36-6713,2.00
678,Northern Region,36-6781,2.00
678,Northern Region,36-6782,2.00
678,Northern Region,36-6783,2.00
678,Northern Region,36-6784,2.00
678,Northern Region,36-6785,2.00
678,Northern Region,36-6786,2.00
723,Northern Region,36-7231,2.00
723,Northern Region,36-7232,2.00
723,Northern Region,36-7233,2.00
723,Northern Region,36-7234,2.00
723,Northern Region,36-7235,2.00
723,Northern Region,36-7236,2.00
725,Northern Region,36-7251,2.00
725,Northern Region,36-7252,2.00
725,Northern Region,36-7253,2.00
725,Northern Region,36-7254,2.00
725,Northern Region,36-7255,2.00
725,Northern Region,36-7256,2.00
728,Northern Region,36-7281,2.00
728,Northern Region,36-7282,2.00
728,Northern Region,36-7283,2.00
728,Northern Region,36-7284,2.00
728,Northern Region,36-7285,2.00
728,Northern Region,36-7286,2.00
901,Northern Region,36-9011,2.00
901,Northern Region,36-9012,2.00
901,Northern Region,36-9013,2.00
937,Northern Region,36-9371,2.00
937,Northern Region,36-9372,2.00
937,Northern Region,36-9373,2.00
937,Northern Region,36-9374,2.00
937,Northern Region,36-9375,2.00
937,Northern Region,36-9376,2.00
1627,Northern Region,38-16271,2.00
1627,Northern Region,38-16272,2.00
1627,Northern Region,38-16273,2.00
1627,Northern Region,38-16274,2.00
1627,Northern Region,38-16275,2.00
1627,Northern Region,38-16276,2.00
1628,Northern Region,38-16281,2.00
1628,Northern Region,38-16282,2.00
1628,Northern Region,38-16283,2.00
1628,Northern Region,38-16284,2.00
1628,Northern Region,38-16285,2.00
1628,Northern Region,38-16286,2.00
1630,Northern Region,38-16301,2.00
1630,Northern Region,38-16302,2.00
1630,Northern Region,38-16303,2.00
1630,Northern Region,38-16304,2.00
1630,Northern Region,38-16305,2.00
1630,Northern Region,38-16306,2.00
1988,Northern Region,38-19881,2.00
1988,Northern Region,38-19882,2.00
1988,Northern Region,38-19883,2.00
1988,Northern Region,38-19884,2.00
1988,Northern Region,38-19885,2.00
1988,Northern Region,38-19886,2.00
1992,Northern Region,38-19921,2.00
1992,Northern Region,38-19922,2.00
1994,Northern Region,38-19941,2.00
1994,Northern Region,38-19942,2.00
1994,Northern Region,38-19943,2.00
1994,Northern Region,38-19944,2.00
1994,Northern Region,38-19945,2.00
1994,Northern Region,38-19946,2.00
2000,Northern Region,38-20001,2.00
2000,Northern Region,38-20002,2.00
2000,Northern Region,38-20003,2.00
2000,Northern Region,38-20004,2.00
2000,Northern Region,38-20005,2.00
2000,Northern Region,38-20006,2.00
2601,Northern Region,38-26011,2.00
2601,Northern Region,38-26012,2.00
2601,Northern Region,38-26013,2.00
2601,Northern Region,38-26014,2.00
2601,Northern Region,38-26015,2.00
2601,Northern Region,38-26016,2.00
2641,Northern Region,38-26411,2.00
2641,Northern Region,38-26412,2.00
2641,Northern Region,38-26413,2.00
2641,Northern Region,38-26414,2.00
2641,Northern Region,38-26415,2.00
2641,Northern Region,38-26416,2.00
2642,Northern Region,38-26421,2.00
2642,Northern Region,38-26422,2.00
2642,Northern Region,38-26423,2.00
2642,Northern Region,38-26424,2.00
2642,Northern Region,38-26425,2.00
2642,Northern Region,38-26426,2.00
2670,Northern Region,38-26701,2.00
2670,Northern Region,38-26702,2.00
2670,Northern Region,38-26703,2.00
2670,Northern Region,38-26704,2.00
2670,Northern Region,38-26705,2.00
2670,Northern Region,38-26706,2.00
2671,Northern Region,38-26711,2.00
2671,Northern Region,38-26712,2.00
2671,Northern Region,38-26713,2.00
2671,Northern Region,38-26714,2.00
2671,Northern Region,38-26715,2.00
2671,Northern Region,38-26716,2.00
785,Eastern Region,382-7851,3.00
785,Eastern Region,382-7852,3.00
785,Eastern Region,382-7853,3.00
2901,Northern Region,38-29011,2.00
2901,Northern Region,38-29012,2.00
2901,Northern Region,38-29013,2.00
2901,Northern Region,38-29014,2.00
2901,Northern Region,38-29015,2.00
2901,Northern Region,38-29016,2.00
2921,Northern Region,38-29211,2.00
2921,Northern Region,38-29212,2.00
2921,Northern Region,38-29213,2.00
2921,Northern Region,38-29214,2.00
2921,Northern Region,38-29215,2.00
2921,Northern Region,38-29216,2.00
2922,Northern Region,38-29221,2.00
2922,Northern Region,38-29222,2.00
2922,Northern Region,38-29223,2.00
2924,Northern Region,38-29241,2.00
2924,Northern Region,38-29242,2.00
2924,Northern Region,38-29243,2.00
2924,Northern Region,38-29244,2.00
2924,Northern Region,38-29245,2.00
2924,Northern Region,38-29246,2.00
2933,Northern Region,38-29331,2.00
2933,Northern Region,38-29332,2.00
2933,Northern Region,38-29333,2.00
2935,Northern Region,38-29351,2.00
2935,Northern Region,38-29352,2.00
2935,Northern Region,38-29353,2.00
2935,Northern Region,38-29354,2.00
2935,Northern Region,38-29355,2.00
2935,Northern Region,38-29356,2.00
2936,Northern Region,38-29361,2.00
2936,Northern Region,38-29362,2.00
2936,Northern Region,38-29363,2.00
2937,Northern Region,38-29371,2.00
2937,Northern Region,38-29372,2.00
2937,Northern Region,38-29373,2.00
2937,Northern Region,38-29374,2.00
2937,Northern Region,38-29375,2.00
2937,Northern Region,38-29376,2.00
2938,Northern Region,38-29381,2.00
2938,Northern Region,38-29382,2.00
2938,Northern Region,38-29383,2.00
2938,Northern Region,38-29384,2.00
2938,Northern Region,38-29385,2.00
2938,Northern Region,38-29386,2.00
2945,Northern Region,38-29451,2.00
2945,Northern Region,38-29452,2.00
2945,Northern Region,38-29453,2.00
2947,Northern Region,38-29471,2.00
2947,Northern Region,38-29472,2.00
2947,Northern Region,38-29473,2.00
2948,Northern Region,38-29481,2.00
2948,Northern Region,38-29482,2.00
2948,Northern Region,38-29483,2.00
2948,Northern Region,38-29484,2.00
2948,Northern Region,38-29485,2.00
2948,Northern Region,38-29486,2.00
3640,Northern Region,38-36401,2.00
3640,Northern Region,38-36402,2.00
3640,Northern Region,38-36403,2.00
3641,Northern Region,38-36411,2.00
3641,Northern Region,38-36412,2.00
3641,Northern Region,38-36413,2.00
3641,Northern Region,38-36414,2.00
3641,Northern Region,38-36415,2.00
3641,Northern Region,38-36416,2.00
3642,Northern Region,38-36421,2.00
3642,Northern Region,38-36422,2.00
3642,Northern Region,38-36423,2.00
3642,Northern Region,38-36424,2.00
3642,Northern Region,38-36425,2.00
3642,Northern Region,38-36426,2.00
3643,Northern Region,38-36431,2.00
3643,Northern Region,38-36432,2.00
3643,Northern Region,38-36433,2.00
3643,Northern Region,38-36434,2.00
3643,Northern Region,38-36435,2.00
3643,Northern Region,38-36436,2.00
3644,Northern Region,38-36441,2.00
3644,Northern Region,38-36442,2.00
3644,Northern Region,38-36443,2.00
3644,Northern Region,38-36444,2.00
3644,Northern Region,38-36445,2.00
3644,Northern Region,38-36446,2.00
3645,Northern Region,38-36451,2.00
3645,Northern Region,38-36452,2.00
3645,Northern Region,38-36453,2.00
3646,Northern Region,38-36461,2.00
3646,Northern Region,38-36462,2.00
3646,Northern Region,38-36463,2.00
3646,Northern Region,38-36464,2.00
3646,Northern Region,38-36465,2.00
3646,Northern Region,38-36466,2.00
3797,Northern Region,38-37971,2.00
3797,Northern Region,38-37972,2.00
3797,Northern Region,38-37973,2.00
3797,Northern Region,38-37974,2.00
3797,Northern Region,38-37975,2.00
